id,muin_city,attraction_site,coordinates,category,review,website,phone,address,created_at,updated_at
1617,,Dockside Park,"49.851773467629975, -97.05821315560752",Park,5,,,"Dockside Way, Winnipeg, MB, Canada",27-Jul-22,27-Jul-22
1618,,Brentford Park,"49.843092155500464, -97.10084614128475",Park,4.8,,,"Meadowood Dr, Winnipeg, MB R2N 1H7, Canada",27-Jul-22,27-Jul-22
1619,,Lee Park,"49.875639037084945, -97.14460104763768",Park,4.2,,,"718 Rosedale Ave, Winnipeg, MB R3L 1M8, Canada",27-Jul-22,27-Jul-22
1620,,Erlandson Park,"49.89009728090537, -97.29381649750795",City park,5,,,"82 Cortez Bay, Winnipeg, MB R3K 0J1, Canada",27-Jul-22,27-Jul-22
1621,,Tom Chester Park,"49.88359160702858, -97.26689040129077",City park,5,,,"333 Oakdale Dr, Winnipeg, MB R3R 0Z6, Canada",27-Jul-22,27-Jul-22
1622,,Tyndall Park,"49.95221839533999, -97.21303820885637",Park,4.3,https://www.winnipegsd.ca/tyndallpark,,"2255 King Edward St, Winnipeg, MB R2R 1M5, Canada",27-Jul-22,27-Jul-22
1623,,Harbourview Park & Recreation Complex,"49.94788696138722, -97.0155801699303",Recreation center,4.1,https://winnipeg.ca/publicworks/parks/harbourview.stm,12042222751,"1867 Springfield Rd, Winnipeg, MB R2G 2K7, Canada",27-Jul-22,27-Jul-22
1624,,Tanoak Park,"49.96160183257728, -97.13786952358339",Park,3.8,,,"Winnipeg, MB R2V 2W2, Canada",27-Jul-22,27-Jul-22
1625,,Bonnycastle Dog Park,"49.90527377691436, -97.13338184088052",Dog park,4.6,http://www.winnipeg.ca/PublicWorks/parksOpenSpace/OffLeashDogParks/DTDogPark.stm,,"Assiniboine at, Garry St, Winnipeg, MB R3C 0X6, Canada",27-Jul-22,27-Jul-22
1626,,Shirley Render Park,"49.847433006458616, -97.13786952358339",Park,,,,"Opp. St. Vital Park, Winnipeg, MB, Canada",27-Jul-22,27-Jul-22
1627,,Ron Duhamel Park,"49.85466689186764, -97.03689666276892",Park,4.4,,,"Winnipeg, MB R3X 0E1, Canada",27-Jul-22,27-Jul-22
1628,,English Garden,"49.889374471551605, -97.22874509831641",Botanical garden,4.8,,12049276000,"460 Assiniboine Park Dr, Winnipeg, MB R3P 2N7, Canada",27-Jul-22,27-Jul-22
1629,,Apee Panchhi Park,"49.926946205511776, -97.05372547290466",Park,4,,,"1R3, El Tassi Dr, Winnipeg, MB, Canada",27-Jul-22,27-Jul-22
1630,,Nichol Green Park,"49.8640693242783, -97.11655303074478",City park,3,,,"54 Glenview Ave, Winnipeg, MB R2M 1W2, Canada",27-Jul-22,27-Jul-22
1631,,Jill Officer Park,"49.965932033020046, -97.07279812439184",Park,4.2,https://www.winnipeg.ca/interhom/,18773114974,"1410 Rothesay St, Winnipeg, MB R2G 1V2, Canada",27-Jul-22,27-Jul-22
1632,,Gapyong Park,"49.903828601998384, -97.22986701899212",Park,4.3,https://winnipeg.ca/ourstories/2019/190913.stm,,"340 Amherst St, Winnipeg, MB R3J 1Y7, Canada",27-Jul-22,27-Jul-22
1633,,Abbotsfield Park,"49.832961987370616, -97.08513925182471",Park,4.1,,,"700 Ashworth St, Winnipeg, MB R2N 2L7, Canada",27-Jul-22,27-Jul-22
1634,,Benjaminson Park,"49.88503738810881, -97.31849875237371",City park,3.5,,,"Winnipeg, MB R3K 0B1, Canada",27-Jul-22,27-Jul-22
1635,,"[""Hyatt House Winnipeg-South/Outlet Collection""]","49.8610499056045, -97.22216883875663",3-star hotel,4.2,https://www.hyatt.com/en-US/hotel/canada/hyatt-house-winnipeg-south-outlet-collection/ywgxw?src=corp_lclb_gmb_seo_ywgxw,12048888893,"700 Sterling Lyon Pkwy, Winnipeg, MB R3P 1E9, Canada",27-Jul-22,27-Jul-22
1636,,Hotel Fairmont Winnipeg,"49.91502199684233, -97.12878505286727",4-star hotel,4.3,https://www.fairmont.com/winnipeg/?goto=fiche_hotel&code_hotel=A592&merchantid=seo-maps-CA-A592&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&y_source=1_MTIzNjE0MzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,12049571350,"2 Lombard Place, Winnipeg, MB R3B 0Y3, Canada",27-Jul-22,27-Jul-22
1637,,The Marlborough Hotel,"49.91325337694358, -97.14389125352584",3-star hotel,2.8,http://www.themarlborough.ca/,12049426411,"331 Smith St, Winnipeg, MB R3B 2G9, Canada",27-Jul-22,27-Jul-22
1638,,"Holiday Inn Winnipeg - Airport West, an IHG Hotel","49.89821748878945, -97.26474085879441",3-star hotel,4.2,https://www.ihg.com/holidayinn/hotels/us/en/winnipeg/ywgap/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-CA-_-YWGAP,12048854478,"2520 Portage Ave, Winnipeg, MB R3J 3T6, Canada",27-Jul-22,27-Jul-22
1639,,Mere Hotel,"49.92474824684564, -97.1342782167431",3-star hotel,4.4,http://www.merehotel.com/,12045940333,"333 Waterfront Dr, Winnipeg, MB R3B 0V1, Canada",27-Jul-22,27-Jul-22
1640,,Travelodge by Wyndham Winnipeg East,"49.873442279092245, -97.10543910639493",2-star hotel,3.8,https://www.wyndhamhotels.com/en-ca/travelodge/winnipeg-manitoba/travelodge-winnipeg-east/overview?CID=LC:TL::GGL:RIO:National:09683&iata=00093796,12042556000,"20 Alpine Ave, Winnipeg, MB R2M 0Y5, Canada",27-Jul-22,27-Jul-22
1641,,Canad Inns Destination Centre Fort Garry,"49.845112182161984, -97.14801112643272",3-star hotel,3.9,https://www.canadinns.com/stay/fort-garry/,12042617450,"1824 Pembina Hwy, Winnipeg, MB R3T 2G2, Canada",27-Jul-22,27-Jul-22
1642,,Delta Hotels by Marriott Winnipeg,"49.91590628246737, -97.1521309993396",4-star hotel,4.3,https://www.marriott.com/hotels/travel/ywgdw-delta-hotels-winnipeg/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2&y_source=1_MjkyMTQzNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,12049420551,"350 St Mary Ave, Winnipeg, MB R3C 3J2, Canada",27-Jul-22,27-Jul-22
1643,,Clarion Hotel & Suites,"49.90440930445337, -97.19882289228428",3-star hotel,4,https://www.choicehotels.com/manitoba/winnipeg/clarion-hotels/cn396?mc=llrscncn&pmf=canada,12047745110,"1445 Portage Ave, Winnipeg, MB R3G 3P4, Canada",27-Jul-22,27-Jul-22
1644,,Best Western Plus Winnipeg West,"49.89644825264044, -97.3430184440252",3-star hotel,4.4,https://www.bestwestern.com/en_US/book/hotel-rooms.63016.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:63016,12045942200,"4140 Portage Ave, Headingley, MB R4H 1C5, Canada",27-Jul-22,27-Jul-22
1645,,Queen Bee Hotel,"49.81853762894397, -97.15350429030858",2-star hotel,4.1,http://www.queenbeehotel.com/,12042694666,"2615 Pembina Hwy, Winnipeg, MB R3T 2H5, Canada",27-Jul-22,27-Jul-22
1646,,Best Western Premier Winnipeg East,"49.91325337694358, -97.03814784891584",3-star hotel,4.3,https://www.bestwesternpremierwinnipeg.com/,12044161920,"900 Regent Ave W, Winnipeg, MB R2C 5C6, Canada",27-Jul-22,27-Jul-22
1647,,Victoria Inn Hotel & Convention Centre,"49.91944326280721, -97.21392909294285",3-star hotel,4.1,http://winnipeg.vicinn.com/,12047864801,"1808 Wellington Ave, Winnipeg, MB R3H 0G3, Canada",27-Jul-22,27-Jul-22
1648,,Alt Hotel Winnipeg,"49.91855904204612, -97.14663783546376",3-star hotel,4.4,https://www.germainhotels.com/en/alt-hotel/winnipeg,14318004279,"310 Donald St, Winnipeg, MB R3B 2B9, Canada",27-Jul-22,27-Jul-22
1649,,"Homewood Suites by Hilton Winnipeg Airport-Polo Park, MB","49.91590628246737, -97.19607631034636",3-star hotel,4.2,https://www.hilton.com/en/hotels/ywgwwhw-homewood-suites-winnipeg-airport-polo-park-mb/?SEO_id=GMB-HW-YWGWWHW&y_source=1_MjA4MjI0MC03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D,12045151941,"1295 Ellice Ave, Winnipeg, MB R3G 0N5, Canada",27-Jul-22,27-Jul-22
1650,,Residence Inn by Marriott Winnipeg,"49.91590628246737, -97.19882289228428",3-star hotel,4.1,https://www.marriott.com/hotels/travel/ywgri-residence-inn-winnipeg-airport/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2&y_source=1_OTY1ODYzNC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,12047837900,"1301 Ellice Ave, Winnipeg, MB R3G 0N5, Canada",27-Jul-22,27-Jul-22
1651,,The Grand Winnipeg Airport Hotel,"49.921211655682164, -97.22903529360143",4-star hotel,4.5,http://lakeviewgrand.com/,12045050145,"1979 Wellington Ave, Winnipeg, MB R3H 1H5, Canada",27-Jul-22,27-Jul-22
1652,,"Holiday Inn & Suites Winnipeg-Downtown, an IHG Hotel","49.914137695001095, -97.15762416321546",3-star hotel,3.8,https://www.ihg.com/holidayinn/hotels/us/en/winnipeg/ywgcs/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-CA-_-YWGCS,12047867011,"360 Colony St, Winnipeg, MB R3B 2P3, Canada",27-Jul-22,27-Jul-22
1653,,"Lakeview Signature, Trademark Collection by Wyndham","49.923864123377875, -97.22628871166351",3-star hotel,4.1,http://lakeviewtrademark.com/winnipeg?CID=LC:TQ::GGL:RIO:National:54324&iata=00065402,12049778463,"1999 Wellington Ave, Winnipeg, MB R3H 1H5, Canada",27-Jul-22,27-Jul-22
1654,,Fairfield Inn & Suites by Marriott Winnipeg,"49.91944326280721, -97.18508998259468",3-star hotel,4.1,https://www.marriott.com/hotels/travel/ywgfi-fairfield-inn-and-suites-winnipeg/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2&y_source=1_MjgxODY1OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,12047837900,"1301 Ellice Ave, Winnipeg, MB R3G 0N5, Canada",27-Jul-22,27-Jul-22
1655,,Days Inn & Suites by Wyndham Winnipeg Airport Manitoba,"49.922095827796205, -97.20843592906702",2-star hotel,3.9,https://www.wyndhamhotels.com/en-ca/days-inn/winnipeg-manitoba/days-inn-winnipeg-airport-manitoba/overview?CID=LC:DI:20160927:Rio:Local&iata=00093796,12048094180,"695 Berry St, Winnipeg, MB R3H 0S4, Canada",27-Jul-22,27-Jul-22
1656,,Lakeview Gimli Resort,"50.65513180773788, -96.98171129049652",3-star hotel,4.1,http://www.lakeviewhotels.com/gimli/,12046428565,"10 Centre St, Gimli, MB R0C 1B0, Canada",27-Jul-22,27-Jul-22
1657,,Dutton Memorial Arena,"49.86669857690664, -97.12697759077034",Hockey rink,4.3,,12044772464,"400 South Dr, Winnipeg, MB R3T 3K5, Canada",27-Jul-22,27-Jul-22
1658,,Sport Manitoba,"49.91228354712158, -97.13272489347689",Sports complex,4.6,http://www.sportmanitoba.ca/,12049255600,"145 Pacific Ave, Winnipeg, MB R3B 2Z6, Canada",27-Jul-22,27-Jul-22
1659,,Manitoba Sports Hall of Fame,"49.9109570129532, -97.13341153896138",Museum,4.7,https://www.sportmanitoba.ca/hall-of-fame/,12049255936,"145 Pacific Ave #100, Winnipeg, MB R3B 2Z6, Canada",27-Jul-22,27-Jul-22
1660,,Sport Manitoba Performance,"49.91316788296323, -97.13478482993035",Athletic club,,https://www.sportmanitoba.ca/performance/,12049255751,"145 Pacific Ave L3, Winnipeg, MB R3B 2Z6, Canada",27-Jul-22,27-Jul-22
1661,,Sport Manitoba Fitness Centre,"49.913610044802915, -97.13684476638377",Gym,5,https://www.sportmanitoba.ca/fitness-centre/,12049255931,"145 Pacific Ave L4, Winnipeg, MB R3B 2Z6, Canada",27-Jul-22,27-Jul-22
1662,,Winnipeg Jets Hockey Club,"49.90352732461617, -97.14562704680024",Sports club,3.7,,,"260 Hargrave St, Winnipeg, MB R3C 5S5, Canada",27-Jul-22,27-Jul-22
1663,,Investors Group Athletic Centre,"49.82670516586135, -97.1381331488479",Athletic field,4.4,http://umanitoba.ca/faculties/kinrec/facilities/igac.html,12044747131,"75 Sidney Smith St, Winnipeg, MB R3T 2M6, Canada",27-Jul-22,27-Jul-22
1664,,Home Run Sports Training Centre,"49.919953879085, -97.20999183724331",Baseball,4.6,http://homerunsportstrainingcentre.com/,12047836734,"905 King Edward St, Winnipeg, MB R3H 0P8, Canada",27-Jul-22,27-Jul-22
1665,,Rookies Sports Bar,"49.908073118892915, -97.00412640562405",Sports bar,3.7,,,"201 Melrose Ave E, Winnipeg, MB R2C 0B1, Canada",27-Jul-22,27-Jul-22
1666,,Special Olympics Manitoba,"49.916202376293455, -97.13619102213451",Sports school,5,http://www.specialolympics.mb.ca/,12049255628,"145 Pacific Ave #304, Winnipeg, MB R3B 2Z6, Canada",27-Jul-22,27-Jul-22
1667,,Crossed Swords Fencing Equipment,"49.914951810498934, -97.12842251528096",Sports club,5,http://www.crossedswords.ca/,14318005970,"55 Prom Des Intrepides, Winnipeg, MB R2H 3G7, Canada",27-Jul-22,27-Jul-22
1668,,Duckworth Centre,"49.90557153323963, -97.1585254793385",Sports complex,4.3,,,"400 Spence St, Winnipeg, MB R3B 2S4, Canada",27-Jul-22,27-Jul-22
1669,,Half Time Sports Bar and Grill,"49.94495643878526, -97.06627446045252",Sports bar,4.1,,12047771115,"Unit 9 &10, 1115 Gateway Rd, Winnipeg, MB R2G 0A5, Canada",27-Jul-22,27-Jul-22
1670,,Garbonzo's Sports Pub Polo Park,"49.908073118892915, -97.19931014031967",Sports bar,4.1,http://www.garbonzos.com/,12042695000,"1320 Ellice Ave, Winnipeg, MB R3G 0E9, Canada",27-Jul-22,27-Jul-22
1671,,Delta Sports Club,"49.9143265154395, -97.16435185947866",Club,4.7,,12047747909,"586 Agnes St, Winnipeg, MB R3E 1X7, Canada",27-Jul-22,27-Jul-22
1672,,Axworthy Health & RecPlex,"49.908073118892915, -97.153670162555",Recreation center,4.5,https://www.uwinnipeg.ca/event-services/venue-options/recplex.html,12049887634,"350 Spence St, Winnipeg, MB R3B 2S4, Canada",27-Jul-22,27-Jul-22
1673,,Ball Hockey Manitoba,"49.91682764702863, -97.13424889542112",Hockey club,,http://www.winnipegballhockey.com/,12049255794,"145 Pacific Ave, Winnipeg, MB R3B 2Z6, Canada",27-Jul-22,27-Jul-22
1674,,Shark Club Sports Bar & Grill,"49.904320691761725, -97.14395952898809",Sports bar,4.6,https://www.sharkclub.com/location/winnipeg/,12049427400,"233 Hargrave St, Winnipeg, MB R3C 0P1, Canada",27-Jul-22,27-Jul-22
1675,,Winnipeg Winter Club,"49.89869150373064, -97.13424889542112",Athletic club,4.3,https://www.winnipegwinterclub.com/,12044523311,"200 River Ave, Winnipeg, MB R3L 0B2, Canada",27-Jul-22,27-Jul-22
1676,,Tavern United Downtown,"49.90619694181572, -97.14493059234476",Sports bar,3.9,https://www.tavernunited.com/,12049440022,"345 Graham Avenue at, Hargrave St, Winnipeg, MB R3C 5S5, Canada",27-Jul-22,27-Jul-22
1677,,Football Manitoba,"49.91557709745023, -97.13521995877782",Football club,5,http://footballmanitoba.com/,12049255769,"145 Pacific Ave, Winnipeg, MB R3B 2Z6, Canada",27-Jul-22,27-Jul-22
1678,,Crokicurl,"49.90056797272001, -97.13424889542112",Adventure sports center,4.5,,,"125 Fort Gibraltar Trail, Winnipeg, MB R3C 4L9, Canada",27-Jul-22,27-Jul-22
1679,,Rugby Manitoba,"49.919953879085, -97.14104633891799",Rugby club,5,https://rugbymb.ca/,12049255664,"145 Pacific Ave, Winnipeg, MB R3B 2Z6, Canada",27-Jul-22,27-Jul-22
1680,,Tavern United Polo Park,"49.90744773464234, -97.19154163346612",Sports bar,3.9,https://www.tavernunited.com/locations/,12047898879,"1405 St Matthews Ave, Winnipeg, MB R3G 0K5, Canada",27-Jul-22,27-Jul-22
1681,,The Forks Market,"49.90920093309324, -97.13935511674315",Market,4.6,http://www.theforks.com/,,"1 Forks Market Rd, Winnipeg, MB R3C 4L8, Canada",27-Jul-22,27-Jul-22
1682,,Winnipeg Sign,"49.90654765869123, -97.12012904317771",Tourist attraction,4.7,,,"Winnipeg, MB R3C 4X1, Canada",27-Jul-22,27-Jul-22
1683,,The Witch’s Hut,"49.96665271003602, -97.10502284251913",Tourist attraction,4.2,,,"Peguis Dr, Winnipeg, MB R2V 2B9, Canada",27-Jul-22,27-Jul-22
1684,,Journey to Churchill,"49.89504844968111, -97.24509852135317",Exhibit,4.7,https://www.assiniboinepark.ca/zoo/home/explore/exhibits/journey-to-churchill,12049276000,"Winnipeg, MB R3P 2N7, Canada",27-Jul-22,27-Jul-22
1685,,Assiniboine Park - Steam Train,"49.892394396834526, -97.23548548457045",Tourist attraction,4.6,https://www.assiniboinepark.ca/park-landing/home/explore/steam-train,12048310197,"55 Pavilion Crescent, Winnipeg, MB R3P 2N6, Canada",27-Jul-22,27-Jul-22
1686,,Oodena,"49.910969701610554, -97.12974207996044",Tourist attraction,4.8,http://www.theforks.com/attractions/at-the-forks/oodena-celebration-circle,,"Winnipeg, MB R3C 0A2, Canada",27-Jul-22,27-Jul-22
1687,,Saint Boniface Cathedral,"49.91273840526148, -97.11875575220874",Cathedral,4.6,http://www.cathedralestboniface.ca/contact.php?lang=en,12042337304,"180 Av. de la Cathedrale, Winnipeg, MB R2H 0H7, Canada",27-Jul-22,27-Jul-22
1688,,Fish Ice Sculpture,"49.9156383103369, -97.14148304844522",Tourist attraction,,,,"275 Trans-Canada Hwy, Winnipeg, MB R3C 4Y5, Canada",27-Jul-22,27-Jul-22
1689,,Piano & Light Ice Sculpture,"49.92448032385522, -97.14422963038315",Tourist attraction,,,,"364 Smith St, Winnipeg, MB R3B 2H2, Canada",27-Jul-22,27-Jul-22
1690,,The Forks Historic Port,"49.9094479360188, -97.13187001166251",Historical landmark,4.6,https://www.theforks.com/attractions/the-forks-historic-port,,"River Walk, Winnipeg, MB, Canada",27-Jul-22,27-Jul-22
1691,,Comorant Community Park,"54.22477405634241, -100.60173035988115",Park,,,12043572050,"Cormorant, MB R0B 0G0, Canada",27-Jul-22,27-Jul-22
1692,,Cormorant Lake Lodge,"54.224612462826656, -100.60150534453841",Lodge,4.3,,12048185581,"HSE 70, Cormorant, MB R0B 0G0, Canada",27-Jul-22,27-Jul-22
1693,,Karst Spring Trail,"54.67935626290779, -100.7932151524853",Hiking area,5,,,"Unnamed Road, MB, Canada",27-Jul-22,27-Jul-22
1694,,Caves self-guiding trail,"54.05532408692385, -100.98547588813985",Hiking area,4.6,,,"Unnamed Road, MB, Canada",27-Jul-22,27-Jul-22
1695,,Clearwater Lake Provincial Park,"54.15838022820795, -100.94153060774467",State park,4.7,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/northwest/clearwater.html,12046245525,"MB-287, The Pas, MB R9A 1M4, Canada",27-Jul-22,27-Jul-22
1696,,Grass River Provincial Park,"54.8346763849672, -100.82068100247608",State park,,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/northwest/grass.html,,"Manitoba R0B 0H0, Canada",27-Jul-22,27-Jul-22
1697,,"Iskwasum Campground, Grass River Provincial Park","54.73331033595249, -100.77673569146933",Campground,5,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/northwest/grass.html,18002146497,"Unnamed Road, MB, Canada",27-Jul-22,27-Jul-22
1698,,Sam Waller Museum,"54.10741594028341, -101.15182982634686",Museum,4.8,http://www.samwallermuseum.ca/,12046233802,"306 Fischer Ave, The Pas, MB R9A 1K4, Canada",27-Jul-22,27-Jul-22
1699,,Shoal Lake Mounted Police Museum,"50.81601731827031, -100.64645874976917",Museum,5,https://www.facebook.com/Shoal-Lake-Mounted-Police-Museum-459997157530733/,12047593326,"1 Ave, Shoal Lake, MB R0J 1Z0, Canada",27-Jul-22,27-Jul-22
1700,,Swan Valley Museum,"52.47911618511463, -101.34958372587727",Museum,4.6,http://swanvalleymuseum.co.cc/,12047343585,"10 HWY, Swan River, MB R0L 1Z0, Canada",27-Jul-22,27-Jul-22
1701,,Prairie Mountain Regional Museum,"50.760453893887494, -100.55856812775566",Museum,5,http://www.pmrm.ca/,12047592245,"Shoal Lake, MB R0J 1Z0, Canada",27-Jul-22,27-Jul-22
1702,,Manitoba Antique Automobile Museum,"50.34547036955718, -101.28428254324837",Museum,4.5,https://www.facebook.com/ManitobaAntiqueAutomoblieMuseum,12048452161,"Trans Canada Highway Service Road, Elkhorn, MB R0M 0N0, Canada",27-Jul-22,27-Jul-22
1703,,Cormorant,"54.56883407201487, -100.54765524794432",Train station,5,,,"Cormorant, MB R0B 0G0, Canada",27-Jul-22,27-Jul-22
1704,,Sickle Lake Wilderness Resort,"53.92035121070429, -101.2666321117513",Resort hotel,,http://www.sicklelake.ca/,12046245054,"Box 1842, The Pas, The Pas, MB R9A 1L6, Canada",27-Jul-22,27-Jul-22
1705,,Raven's Hollow Resort,"54.80368972532456, -101.79946900770824",Hotel,,,12046874494,"Big Island Lake, MB R0B 0C0, Canada",27-Jul-22,27-Jul-22
1706,,Tonapah Lodge,"54.678112601136974, -101.40158715361363",Resort hotel,3.9,http://tonapahlodge.com/,12044723889,"185 Brydges Ave, Cranberry Portage, MB R0B 0H0, Canada",27-Jul-22,27-Jul-22
1707,,Gallery Lacosse,"50.070675494031576, -97.19732241823407",Art gallery,5,http://www.gallerylacosse.com/,12042840726,"169 Lilac St, Winnipeg, MB R3M 2S1, Canada",27-Jul-22,27-Jul-22
1708,,Wellman Lake Campground,"52.01394496704688, -100.86787012397217",Campground,4.1,,,"Pine River, MB R0L 1M0, Canada",27-Jul-22,27-Jul-22
1709,,Benson's Big Rock Camp and Campground,"52.02334600412156, -98.35407267947554",Campground,4.4,http://www.campbigrock.com/,12048031942,"Big Rock Road, Gypsumville, MB R0C 1J0, Canada",27-Jul-22,27-Jul-22
1710,,Roseau River Big RV Resort,"49.41357154407833, -96.81978732397216",Campground,3.9,http://www.roseauriverbigrvresort.ca/,12044273402,"27002 N13, Roseau River, MB R0A 1P0, Canada",27-Jul-22,27-Jul-22
1711,,Waterhen Wayside Ferry Park,"51.99197690384349, -99.5001065684688",Campground,2,https://www.travelmanitoba.com/directory/waterhen-wayside-ferry-park/,12046283270,"MB-276, Meadow Portage, MB R0L 1E0, Canada",27-Jul-22,27-Jul-22
1712,,Winnipegosis Beach & Camp Ground,"52.0362894132655, -99.98355664598576",Campground,4.6,http://mosseyrivermunicipality.com/,,"609 Edna St, Winnipegosis, MB R0L 2G0, Canada",27-Jul-22,27-Jul-22
1713,,Rivers Provincial Park,"50.42673513372531, -100.20328320101952",State park,4.3,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/western/rivers.html,12045342028,"Memorial Dr, Rivers, MB R0K 1X0, Canada",27-Jul-22,27-Jul-22
1714,,Shallow Point Campground,"50.839282906822966, -98.10054376223826",Campground,4.1,http://www.shallowpointcampground.com/,12042904231,"Oak Point, MB R0C 2J0, Canada",27-Jul-22,27-Jul-22
1715,,Hill's Resort,"52.044416333276764, -99.4848210589511",Resort hotel,5,,12047322340,"MB-276, Gimli, MB R0L 1E0, Canada",27-Jul-22,27-Jul-22
1716,,Manipogo Provincial Park,"51.86838506619872, -99.4628484034477",Park,4.5,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/western/manipogo.html,12047322798,"PR 276, Toutes Aides, MB R0L 2A0, Canada",27-Jul-22,27-Jul-22
1717,,Welcome Stop Campground,"52.51491706421837, -101.15474287720782",Campground,5,,,"315 Learners St, Minitonas, MB R0L 1G0, Canada",27-Jul-22,27-Jul-22
1718,,Lake Audy Campground,"51.15733317910117, -100.23189134606594",Campground,4.7,,,"Manitoba R0J 0Z0, Canada",27-Jul-22,27-Jul-22
1719,,McEwen Park,"51.69166213579352, -98.21040703975517",Campground,3.9,,,"Eriksdale, MB R0C 0W0, Canada",27-Jul-22,27-Jul-22
1720,,Otentik Campground,"51.85481556398485, -99.92427416901867",Campground,4.7,https://www.pc.gc.ca/en/pn-np/mb/riding/activ/rec/activ1-otk,,"Manitoba R0J 2H0, Canada",27-Jul-22,27-Jul-22
1721,,Molgat Park Campground,"52.1793550017573, -99.04536794888352",Campground,4.7,,,"Sainte Rose du Lac, MB R0L 1S0, Canada",27-Jul-22,27-Jul-22
1722,,Anama Bay Tourist Camp A-M,"54.58992136703625, -98.69380546082952",Campground,,,12046595336,"Gypsumville, MB R0C 1J0, Canada",27-Jul-22,27-Jul-22
1723,,Stoney Point Beach,"54.48794200637576, -100.45161790109977",Campground,4.2,,,"Stoney Point Road, MB, Canada",27-Jul-22,27-Jul-22
1724,,Cooks Campground and Cabins,"53.86090273863448, -99.52280842117963",Campground,3.9,http://www.cookscampgroundandcabins.com/,12046392014,"Grand Rapids, MB R0C 1E0, Canada",27-Jul-22,27-Jul-22
1725,,Deep Lake Campground,"51.289334133190565, -100.9599605254863",Campground,4.8,https://www.pc.gc.ca/en/pn-np/mb/riding/visit/wts/activ2/activ2_iii,12048487275,"Manitoba R0J 0Z0, Canada",27-Jul-22,27-Jul-22
1726,,Grand Valley Campground,"50.34657173654522, -100.15417694777244",Campground,4.5,http://www.grandvalleypark.com/,12045733798,"Site 240 Box 4 RR3, MB R7A 5Y3, Canada",27-Jul-22,27-Jul-22
1727,,North Steeprock Lake Provincial Park,"53.20994194714719, -101.4903601265843",Park,4.3,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/western/steeprock.html,12047343429,"MB-365, Birch River, MB R0L 0E0, Canada",27-Jul-22,27-Jul-22
1728,,Dauphin Lake RV Park,"51.579455161703095, -100.0298808381155",RV park,3,,12046389400,"10 Cameron Trail, Oako Beach, MB R0L 1K0, Canada",27-Jul-22,27-Jul-22
1729,,Camp Morton Provincial Park,"51.21107707768862, -97.10892226117798",State park,4.5,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/central/camp_morton.html,12046427143,"Camp Morton, MB R0C 0M0, Canada",27-Jul-22,27-Jul-22
1730,,Oroseau,"49.72786880106227, -96.86033004186413",Campground,4.9,http://www.oroseau.ca/,12044272922,"Saint Malo, MB R0A 1T0, Canada",27-Jul-22,27-Jul-22
1731,,Keld Park,"51.50214832915468, -100.24739903001512",Camp,4.6,,,"Manitoba R0J 0Z0, Canada",27-Jul-22,27-Jul-22
1732,,Duck Mountain Provincial Park,"52.34531694399387, -101.11747179761355",State park,4.7,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/western/duck.html,13065425500,"Highway 57, MB-366, Duck Mountain Provincial Park, MB, Canada",27-Jul-22,27-Jul-22
1733,,Waters Edge Bible Camp,"52.28833078995283, -101.02424971537084",Camp,4.3,http://www.watersedgecamp.ca/,12045254260,"NE 10-33-25 W, Minitonas, MB R0L 1G0, Canada",27-Jul-22,27-Jul-22
1734,,Avenir Beach And Camping,"52.04054216656621, -98.7247716867179",Camp,,,,"H7P8+QQ, Fairford Reserve, MB R0C 2T0, Canada",27-Jul-22,27-Jul-22
1735,,Camping Island,"52.28833078995283, -100.06095486552975",Island,,,,"Manitoba R0L 2G0, Canada",27-Jul-22,27-Jul-22
1736,,Silver Bay Bible Camp,"51.88737050410139, -98.88014182378905",Summer camp,5,http://www.silverbaybiblecamp.org/,12044675073,"WPM, SW 15-28-10, Steep Rock, MB R0C 2Y0, Canada",27-Jul-22,27-Jul-22
1737,,Avenir Fishing And Camping Area,"52.09784664454431, -98.7247716867179",Fishing camp,,,,"H7M7+C6, Fairford Reserve, MB R0C 2T0, Canada",27-Jul-22,27-Jul-22
